global_sequence,review_batch,batch_sequence,review_tier,record_id,headword_candidate,normalized,part_of_speech,entry_type,source_page_approx,ocr_confidence,existing_master,verification_status,human_review_required
3467,n1906-035,67,2:compound-or-multiword,kha-n1906-003234,sia-sia,sia-sia,adverb,reduplication,223,0.975,no,pending,yes
3468,n1906-035,68,2:compound-or-multiword,kha-n1906-003230,siar-long-kha,siar-long-kha,noun,compound,223,0.975,no,pending,yes
3469,n1906-035,69,2:compound-or-multiword,kha-n1906-003231,siar-shrong,siar-shrong,noun,compound,223,0.975,no,pending,yes
3470,n1906-035,70,2:compound-or-multiword,kha-n1906-003232,'siar-sla,'siar-sla,noun,compound,223,0.975,no,pending,yes
3471,n1906-035,71,2:compound-or-multiword,kha-n1906-003233,'siar-tylli,'siar-tylli,noun,compound,223,0.975,no,pending,yes
3472,n1906-035,72,2:compound-or-multiword,kha-n1906-003236,siat-jingmut,siat-jingmut,verb,compound,223,0.975,no,pending,yes
3473,n1906-035,73,2:compound-or-multiword,kha-n1906-003237,siat-shon-shiw,siat-shon-shiw,verb,compound,223,0.975,no,pending,yes
3474,n1906-035,74,2:compound-or-multiword,kha-n1906-003238,siaw-siaw,siaw-siaw,adverb,reduplication,223,0.975,no,pending,yes
3475,n1906-035,75,2:compound-or-multiword,kha-n1906-003382,siih-dong,siih-dong,verb,compound,234,0.975,no,pending,yes
3476,n1906-035,76,2:compound-or-multiword,kha-n1906-003379,siih-khun,siih-khun,verb,compound,234,0.975,no,pending,yes
3477,n1906-035,77,2:compound-or-multiword,kha-n1906-003386,siih-ot,siih-ot,noun,compound,234,0.975,no,pending,yes
3478,n1906-035,78,2:compound-or-multiword,kha-n1906-003387,siih-pynpur,siih-pynpur,noun,compound,234,0.975,no,pending,yes
3479,n1906-035,79,2:compound-or-multiword,kha-n1906-003389,siih-synri,siih-synri,noun,compound,234,0.975,no,pending,yes
3480,n1906-035,80,2:compound-or-multiword,kha-n1906-003392,siih-tyngka,siih-tyngka,verb,compound,234,0.975,no,pending,yes
3481,n1906-035,81,2:compound-or-multiword,kha-n1906-003253,sim-ldi-dieng,sim-ldi-dieng,noun,compound,225,0.975,no,pending,yes
3482,n1906-035,82,2:compound-or-multiword,kha-n1906-003254,sim-puhdieng,sim-puhdieng,noun,compound,225,0.975,no,pending,yes
3483,n1906-035,83,2:compound-or-multiword,kha-n1906-003250,'sing-nalai,'sing-nalai,noun,compound,225,0.975,no,pending,yes
3484,n1906-035,84,2:compound-or-multiword,kha-n1906-003258,siw-siw-siaw-siaw,siw-siw-siaw-siaw,adverb,reduplication,226,0.975,no,pending,yes
3485,n1906-035,85,2:compound-or-multiword,kha-n1906-002943,skop-khuiang,skop-khuiang,noun,compound,205,0.975,no,pending,yes
3486,n1906-035,86,2:compound-or-multiword,kha-n1906-003290,smir-thapbawa,smir-thapbawa,noun,compound,227,0.975,no,pending,yes
3487,n1906-035,87,2:compound-or-multiword,kha-n1906-002960,sngew-diaw,sngew-diaw,verb,compound,207,0.975,no,pending,yes
3488,n1906-035,88,2:compound-or-multiword,kha-n1906-002970,sngew-niun,sngew-niun,verb,compound,207,0.975,no,pending,yes
3489,n1906-035,89,2:compound-or-multiword,kha-n1906-002974,sngewsyn-ei,sngewsyn-ei,verb,compound,207,0.975,no,pending,yes
3490,n1906-035,90,2:compound-or-multiword,kha-n1906-002978,sngi-palci,sngi-palci,noun,compound,208,0.975,no,pending,yes
3491,n1906-035,91,2:compound-or-multiword,kha-n1906-002979,sngi-poh-ia,sngi-poh-ia,noun,compound,208,0.975,no,pending,yes
3492,n1906-035,92,2:compound-or-multiword,kha-n1906-002980,sngi-thohdieng,sngi-thohdieng,noun,compound,208,0.975,no,pending,yes
3493,n1906-035,93,2:compound-or-multiword,kha-n1906-002981,sngi-u-blei,sngi-u-blei,noun,compound,208,0.975,no,pending,yes
3494,n1906-035,94,2:compound-or-multiword,kha-n1906-002955,sngjiid-diengthang,sngjiid-diengthang,adjective,compound,206,0.975,no,pending,yes
3495,n1906-035,95,2:compound-or-multiword,kha-n1906-003283,snieh-doh,snieh-doh,noun,compound,227,0.975,no,pending,yes
3496,n1906-035,96,2:compound-or-multiword,kha-n1906-003287,sniew- jew,sniew- jew,adjective,phrase,227,0.975,no,pending,yes
3497,n1906-035,97,2:compound-or-multiword,kha-n1906-003286,sniew-bok,sniew-bok,adjective,compound,227,0.975,no,pending,yes
3498,n1906-035,98,2:compound-or-multiword,kha-n1906-003314,sob- mad,sob- mad,noun,phrase,229,0.975,no,pending,yes
3499,n1906-035,99,2:compound-or-multiword,kha-n1906-003293,soh-brdi,soh-brdi,noun,compound,228,0.975,no,pending,yes
3500,n1906-035,100,2:compound-or-multiword,kha-n1906-003294,soh-broi,soh-broi,noun,compound,228,0.975,no,pending,yes
3501,n1906-036,1,2:compound-or-multiword,kha-n1906-003295,soh-byrthit,soh-byrthit,noun,compound,228,0.975,no,pending,yes
3502,n1906-036,2,2:compound-or-multiword,kha-n1906-003308,soh-jew,soh-jew,noun,compound,229,0.975,no,pending,yes
3503,n1906-036,3,2:compound-or-multiword,kha-n1906-003299,soh-khdw-iong,soh-khdw-iong,noun,compound,228,0.975,no,pending,yes
3504,n1906-036,4,2:compound-or-multiword,kha-n1906-003305,soh-kynphor,soh-kynphor,noun,compound,229,0.975,no,pending,yes
3505,n1906-036,5,2:compound-or-multiword,kha-n1906-003306,soh-kyrbam,soh-kyrbam,noun,compound,229,0.975,no,pending,yes
3506,n1906-036,6,2:compound-or-multiword,kha-n1906-003310,soh-lah,soh-lah,noun,compound,229,0.975,no,pending,yes
3507,n1906-036,7,2:compound-or-multiword,kha-n1906-003309,soh-lang,soh-lang,noun,compound,229,0.975,no,pending,yes
3508,n1906-036,8,2:compound-or-multiword,kha-n1906-003311,soh-liang,soh-liang,noun,compound,229,0.975,no,pending,yes
3509,n1906-036,9,2:compound-or-multiword,kha-n1906-003312,soh-lyngkait,soh-lyngkait,noun,compound,229,0.975,no,pending,yes
3510,n1906-036,10,2:compound-or-multiword,kha-n1906-003315,soh-manir,soh-manir,noun,compound,230,0.975,no,pending,yes
3511,n1906-036,11,2:compound-or-multiword,kha-n1906-003319,soh-mylleng,soh-mylleng,noun,compound,230,0.975,no,pending,yes
3512,n1906-036,12,2:compound-or-multiword,kha-n1906-003320,soh-myndong,soh-myndong,noun,compound,230,0.975,no,pending,yes
3513,n1906-036,13,2:compound-or-multiword,kha-n1906-003321,soh-myntait,soh-myntait,noun,compound,230,0.975,no,pending,yes
3514,n1906-036,14,2:compound-or-multiword,kha-n1906-003322,soh-nepbah,soh-nepbah,noun,compound,230,0.975,no,pending,yes
3515,n1906-036,15,2:compound-or-multiword,kha-n1906-003307,soh-ngang,soh-ngang,noun,compound,229,0.975,no,pending,yes
3516,n1906-036,16,2:compound-or-multiword,kha-n1906-003326,soh-padoi,soh-padoi,verb,compound,230,0.975,no,pending,yes
3517,n1906-036,17,2:compound-or-multiword,kha-n1906-003327,soh-pai,soh-pai,noun,compound,230,0.975,no,pending,yes
3518,n1906-036,18,2:compound-or-multiword,kha-n1906-003328,soh-pairah,soh-pairah,noun,compound,230,0.975,no,pending,yes
3519,n1906-036,19,2:compound-or-multiword,kha-n1906-003329,soh-pdok,soh-pdok,noun,compound,230,0.975,no,pending,yes
3520,n1906-036,20,2:compound-or-multiword,kha-n1906-003330,soh-pdung,soh-pdung,noun,compound,230,0.975,no,pending,yes
3521,n1906-036,21,2:compound-or-multiword,kha-n1906-003331,soh-pet,soh-pet,noun,compound,230,0.975,no,pending,yes
3522,n1906-036,22,2:compound-or-multiword,kha-n1906-003332,soh-phan,soh-phan,noun,compound,230,0.975,no,pending,yes
3523,n1906-036,23,2:compound-or-multiword,kha-n1906-003336,soh-pieng,soh-pieng,noun,compound,231,0.975,no,pending,yes
3524,n1906-036,24,2:compound-or-multiword,kha-n1906-003337,soh-pong,soh-pong,noun,compound,231,0.975,no,pending,yes
3525,n1906-036,25,2:compound-or-multiword,kha-n1906-003338,soh-prew,soh-prew,noun,compound,231,0.975,no,pending,yes
3526,n1906-036,26,2:compound-or-multiword,kha-n1906-003339,soh-pri-am,soh-pri-am,noun,compound,231,0.975,no,pending,yes
3527,n1906-036,27,2:compound-or-multiword,kha-n1906-003340,soh-pyrshit,soh-pyrshit,noun,compound,231,0.975,no,pending,yes
3528,n1906-036,28,2:compound-or-multiword,kha-n1906-003341,soh-pyrshong,soh-pyrshong,noun,compound,231,0.975,no,pending,yes
3529,n1906-036,29,2:compound-or-multiword,kha-n1906-003343,soh-ramdieng,soh-ramdieng,noun,compound,231,0.975,no,pending,yes
3530,n1906-036,30,2:compound-or-multiword,kha-n1906-003344,soh-ryngkham,soh-ryngkham,noun,compound,231,0.975,no,pending,yes
3531,n1906-036,31,2:compound-or-multiword,kha-n1906-003298,sohkhaw-ryndang,sohkhaw-ryndang,noun,compound,228,0.975,no,pending,yes
3532,n1906-036,32,2:compound-or-multiword,kha-n1906-003302,sohkhrut-sohkhret,sohkhrut-sohkhret,adjective,compound,228,0.975,no,pending,yes
3533,n1906-036,33,2:compound-or-multiword,kha-n1906-003335,sohphoh-nongkhhiw,sohphoh-nongkhhiw,noun,compound,231,0.975,no,pending,yes
3534,n1906-036,34,2:compound-or-multiword,kha-n1906-003345,soli-slianglew,soli-slianglew,noun,compound,231,0.975,no,pending,yes
3535,n1906-036,35,2:compound-or-multiword,kha-n1906-003350,sop-bajar,sop-bajar,verb,compound,232,0.975,no,pending,yes
3536,n1906-036,36,2:compound-or-multiword,kha-n1906-003351,sop-sarang,sop-sarang,verb,compound,232,0.975,no,pending,yes
3537,n1906-036,37,2:compound-or-multiword,kha-n1906-003359,spiid-san,spiid-san,adjective,compound,233,0.975,no,pending,yes
3538,n1906-036,38,2:compound-or-multiword,kha-n1906-003367,step-phyrngap,step-phyrngap,adverb,compound,233,0.975,no,pending,yes
3539,n1906-036,39,2:compound-or-multiword,kha-n1906-003373,suba-ni,suba-ni,adverb,compound,233,0.975,no,pending,yes
3540,n1906-036,40,2:compound-or-multiword,kha-n1906-003383,suh-jyllai,suh-jyllai,verb,compound,234,0.975,no,pending,yes
3541,n1906-036,41,2:compound-or-multiword,kha-n1906-003384,suh-jyndong,suh-jyndong,verb,compound,234,0.975,no,pending,yes
3542,n1906-036,42,2:compound-or-multiword,kha-n1906-003380,suh-khylliap,suh-khylliap,noun,compound,234,0.975,no,pending,yes
3543,n1906-036,43,2:compound-or-multiword,kha-n1906-003381,suh-kyndang,suh-kyndang,verb,compound,234,0.975,no,pending,yes
3544,n1906-036,44,2:compound-or-multiword,kha-n1906-003385,suh-mar-iap,suh-mar-iap,verb,compound,234,0.975,no,pending,yes
3545,n1906-036,45,2:compound-or-multiword,kha-n1906-003388,suh-sieng,suh-sieng,adjective,compound,234,0.975,no,pending,yes
3546,n1906-036,46,2:compound-or-multiword,kha-n1906-003390,suh-tak,suh-tak,noun,compound,234,0.975,no,pending,yes
3547,n1906-036,47,2:compound-or-multiword,kha-n1906-003391,suh-thiecl,suh-thiecl,verb,compound,234,0.975,no,pending,yes
3548,n1906-036,48,2:compound-or-multiword,kha-n1906-003393,suid-khai,suid-khai,verb,compound,234,0.975,no,pending,yes
3549,n1906-036,49,2:compound-or-multiword,kha-n1906-003394,'suid-lam-iap,'suid-lam-iap,noun,compound,235,0.975,no,pending,yes
3550,n1906-036,50,2:compound-or-multiword,kha-n1906-003395,'suid-nia,'suid-nia,noun,compound,235,0.975,no,pending,yes
3551,n1906-036,51,2:compound-or-multiword,kha-n1906-003396,suid-niew,suid-niew,verb,compound,235,0.975,no,pending,yes
3552,n1906-036,52,2:compound-or-multiword,kha-n1906-003397,'suit-nam,'suit-nam,noun,compound,235,0.975,no,pending,yes
3553,n1906-036,53,2:compound-or-multiword,kha-n1906-003399,suloi-shamok,suloi-shamok,noun,compound,235,0.975,no,pending,yes
3554,n1906-036,54,2:compound-or-multiword,kha-n1906-003406,sur-ang,sur-ang,verb,compound,236,0.975,no,pending,yes
3555,n1906-036,55,2:compound-or-multiword,kha-n1906-003407,sur-dam,sur-dam,verb,compound,236,0.975,no,pending,yes
3556,n1906-036,56,2:compound-or-multiword,kha-n1906-003408,sur-eitmat,sur-eitmat,verb,compound,236,0.975,no,pending,yes
3557,n1906-036,57,2:compound-or-multiword,kha-n1906-003409,sur-eitmut,sur-eitmut,verb,compound,236,0.975,no,pending,yes
3558,n1906-036,58,2:compound-or-multiword,kha-n1906-003426,syng-it,syng-it,adjective,compound,237,0.975,no,pending,yes
3559,n1906-036,59,2:compound-or-multiword,kha-n1906-003427,syng-it-ldm,syng-it-ldm,noun,compound,237,0.975,no,pending,yes
3560,n1906-036,60,2:compound-or-multiword,kha-n1906-003418,syngkai-bamon,syngkai-bamon,noun,compound,236,0.975,no,pending,yes
3561,n1906-036,61,2:compound-or-multiword,kha-n1906-003420,syngken-kurim,syngken-kurim,noun,compound,237,0.975,no,pending,yes
3562,n1906-036,62,2:compound-or-multiword,kha-n1906-003464,syntiew-khmut,syntiew-khmut,noun,compound,239,0.975,no,pending,yes
3563,n1906-036,63,2:compound-or-multiword,kha-n1906-003477,tad-ynda,tad-ynda,adverb,compound,240,0.975,no,pending,yes
3564,n1906-036,64,2:compound-or-multiword,kha-n1906-003486,tai-tai,tai-tai,adverb,reduplication,241,0.975,no,pending,yes
3565,n1906-036,65,2:compound-or-multiword,kha-n1906-003490,tait-kur,tait-kur,verb,compound,241,0.975,no,pending,yes
3566,n1906-036,66,2:compound-or-multiword,kha-n1906-003500,tamtuin-tamtain,tamtuin-tamtain,adverb,compound,241,0.975,no,pending,yes
3567,n1906-036,67,2:compound-or-multiword,kha-n1906-003479,tang ba'n ndm,tang ba'n ndm,phrase,phrase,240,0.975,no,pending,yes
3568,n1906-036,68,2:compound-or-multiword,kha-n1906-003480,'tang-duma,'tang-duma,noun,compound,240,0.975,no,pending,yes
3569,n1906-036,69,2:compound-or-multiword,kha-n1906-003483,tangon-u-lymban,tangon-u-lymban,noun,compound,240,0.975,no,pending,yes
3570,n1906-036,70,2:compound-or-multiword,kha-n1906-003503,tap-khar-lyngngoh,tap-khar-lyngngoh,verb,compound,242,0.975,no,pending,yes
3571,n1906-036,71,2:compound-or-multiword,kha-n1906-003504,tap-la wbei,tap-la wbei,verb,phrase,242,0.975,no,pending,yes
3572,n1906-036,72,2:compound-or-multiword,kha-n1906-003505,tap-lubri,tap-lubri,verb,compound,242,0.975,no,pending,yes
3573,n1906-036,73,2:compound-or-multiword,kha-n1906-003506,tap-mohkhlieh,tap-mohkhlieh,noun,compound,242,0.975,no,pending,yes
3574,n1906-036,74,2:compound-or-multiword,kha-n1906-003507,tap-rngiew,tap-rngiew,verb,compound,242,0.975,no,pending,yes
3575,n1906-036,75,2:compound-or-multiword,kha-n1906-003508,tap-thawlang,tap-thawlang,verb,compound,242,0.975,no,pending,yes
3576,n1906-036,76,2:compound-or-multiword,kha-n1906-003484,taug-sdw,taug-sdw,noun,compound,240,0.975,no,pending,yes
3577,n1906-036,77,2:compound-or-multiword,kha-n1906-003520,tdaw-tdaw,tdaw-tdaw,adverb,reduplication,243,0.975,no,pending,yes
3578,n1906-036,78,2:compound-or-multiword,kha-n1906-003489,tdin-tdin,tdin-tdin,adverb,reduplication,241,0.975,no,pending,yes
3579,n1906-036,79,2:compound-or-multiword,kha-n1906-003522,tdit-tdot,tdit-tdot,adverb,compound,243,0.975,no,pending,yes
3580,n1906-036,80,2:compound-or-multiword,kha-n1906-003524,tdong-bohkhaila,tdong-bohkhaila,noun,compound,244,0.975,no,pending,yes
3581,n1906-036,81,2:compound-or-multiword,kha-n1906-003525,tdong-sier,tdong-sier,noun,compound,244,0.975,no,pending,yes
3582,n1906-036,82,2:compound-or-multiword,kha-n1906-003531,teh'sai-iong,teh'sai-iong,verb,compound,244,0.975,no,pending,yes
3583,n1906-036,83,2:compound-or-multiword,kha-n1906-003529,teh-kirmit,teh-kirmit,verb,compound,244,0.975,no,pending,yes
3584,n1906-036,84,2:compound-or-multiword,kha-n1906-003530,teh-ktien,teh-ktien,verb,compound,244,0.975,no,pending,yes
3585,n1906-036,85,2:compound-or-multiword,kha-n1906-003532,tej-tej,tej-tej,adverb,reduplication,244,0.975,no,pending,yes
3586,n1906-036,86,2:compound-or-multiword,kha-n1906-003533,tep-eitmiaw,tep-eitmiaw,verb,compound,245,0.975,no,pending,yes
3587,n1906-036,87,2:compound-or-multiword,kha-n1906-003535,ter-lter,ter-lter,adverb,compound,245,0.975,no,pending,yes
3588,n1906-036,88,2:compound-or-multiword,kha-n1906-003536,ter-ter,ter-ter,adverb,reduplication,245,0.975,no,pending,yes
3589,n1906-036,89,2:compound-or-multiword,kha-n1906-003809,tfwei-u-dr,tfwei-u-dr,pronoun,compound,268,0.975,no,pending,yes
3590,n1906-036,90,2:compound-or-multiword,kha-n1906-003546,thang- jngap,thang- jngap,verb,phrase,245,0.975,no,pending,yes
3591,n1906-036,91,2:compound-or-multiword,kha-n1906-003545,thang-krei,thang-krei,verb,compound,245,0.975,no,pending,yes
3592,n1906-036,92,2:compound-or-multiword,kha-n1906-003548,thang-ram,thang-ram,verb,compound,246,0.975,no,pending,yes
3593,n1906-036,93,2:compound-or-multiword,kha-n1906-003547,thang-rang,thang-rang,adjective,compound,246,0.975,no,pending,yes
3594,n1906-036,94,2:compound-or-multiword,kha-n1906-003549,thang-rong,thang-rong,verb,compound,246,0.975,no,pending,yes
3595,n1906-036,95,2:compound-or-multiword,kha-n1906-003557,thap-ba-iong,thap-ba-iong,verb,compound,246,0.975,no,pending,yes
3596,n1906-036,96,2:compound-or-multiword,kha-n1906-003556,thap-ba-ngem,thap-ba-ngem,noun,compound,246,0.975,no,pending,yes
3597,n1906-036,97,2:compound-or-multiword,kha-n1906-003559,thap-basim,thap-basim,noun,compound,247,0.975,no,pending,yes
3598,n1906-036,98,2:compound-or-multiword,kha-n1906-003558,thap-bawa,thap-bawa,noun,compound,247,0.975,no,pending,yes
3599,n1906-036,99,2:compound-or-multiword,kha-n1906-003560,thap-biej,thap-biej,adjective,compound,247,0.975,no,pending,yes
3600,n1906-036,100,2:compound-or-multiword,kha-n1906-003561,thap-bulong,thap-bulong,noun,compound,247,0.975,no,pending,yes
3601,n1906-037,1,2:compound-or-multiword,kha-n1906-003564,thap-mrad,thap-mrad,verb,compound,247,0.975,no,pending,yes
3602,n1906-037,2,2:compound-or-multiword,kha-n1906-003565,thap-shrieli,thap-shrieli,verb,compound,247,0.975,no,pending,yes
3603,n1906-037,3,2:compound-or-multiword,kha-n1906-003567,tharu-thare,tharu-thare,adverb,compound,247,0.975,no,pending,yes
3604,n1906-037,4,2:compound-or-multiword,kha-n1906-003543,thdd-rong,thdd-rong,verb,compound,245,0.975,no,pending,yes
3605,n1906-037,5,2:compound-or-multiword,kha-n1906-003571,'thei-iaw,'thei-iaw,noun,compound,248,0.975,no,pending,yes
3606,n1906-037,6,2:compound-or-multiword,kha-n1906-003572,'thei-sotti,'thei-sotti,noun,compound,248,0.975,no,pending,yes
3607,n1906-037,7,2:compound-or-multiword,kha-n1906-003574,thep-mawbah,thep-mawbah,verb,compound,248,0.975,no,pending,yes
3608,n1906-037,8,2:compound-or-multiword,kha-n1906-003576,thet-thet,thet-thet,adverb,reduplication,248,0.975,no,pending,yes
3609,n1906-037,9,2:compound-or-multiword,kha-n1906-003588,thiah -jing-it,thiah -jing-it,verb,phrase,249,0.975,no,pending,yes
3610,n1906-037,10,2:compound-or-multiword,kha-n1906-003585,thiah-ang,thiah-ang,verb,compound,248,0.975,no,pending,yes
3611,n1906-037,11,2:compound-or-multiword,kha-n1906-003586,thiah-basa,thiah-basa,verb,compound,248,0.975,no,pending,yes
3612,n1906-037,12,2:compound-or-multiword,kha-n1906-003587,thiah-kai,thiah-kai,verb,compound,249,0.975,no,pending,yes
3613,n1906-037,13,2:compound-or-multiword,kha-n1906-003589,thiah-sngi,thiah-sngi,verb,compound,249,0.975,no,pending,yes
3614,n1906-037,14,2:compound-or-multiword,kha-n1906-003590,thiah-thdi,thiah-thdi,verb,compound,249,0.975,no,pending,yes
3615,n1906-037,15,2:compound-or-multiword,kha-n1906-003583,thiang -jngap,thiang -jngap,adjective,phrase,248,0.975,no,pending,yes
3616,n1906-037,16,2:compound-or-multiword,kha-n1906-003581,thiang-bluin,thiang-bluin,adjective,compound,248,0.975,no,pending,yes
3617,n1906-037,17,2:compound-or-multiword,kha-n1906-003582,thiang-byrjup,thiang-byrjup,adjective,compound,248,0.975,no,pending,yes
3618,n1906-037,18,2:compound-or-multiword,kha-n1906-003584,thiang-jlep,thiang-jlep,adjective,compound,248,0.975,no,pending,yes
3619,n1906-037,19,2:compound-or-multiword,kha-n1906-003595,thied-baibat,thied-baibat,verb,compound,249,0.975,no,pending,yes
3620,n1906-037,20,2:compound-or-multiword,kha-n1906-003596,thied-ei,thied-ei,verb,compound,249,0.975,no,pending,yes
3621,n1906-037,21,2:compound-or-multiword,kha-n1906-003597,thied-khutia,thied-khutia,verb,compound,249,0.975,no,pending,yes
3622,n1906-037,22,2:compound-or-multiword,kha-n1906-003598,thied-shah,thied-shah,verb,compound,249,0.975,no,pending,yes
3623,n1906-037,23,2:compound-or-multiword,kha-n1906-003563,thkp-ngap,thkp-ngap,adverb,compound,247,0.975,no,pending,yes
3624,n1906-037,24,2:compound-or-multiword,kha-n1906-003601,thlong-nar,thlong-nar,noun,compound,250,0.975,no,pending,yes
3625,n1906-037,25,2:compound-or-multiword,kha-n1906-003602,thma-ka-ktien,thma-ka-ktien,noun,compound,250,0.975,no,pending,yes
3626,n1906-037,26,2:compound-or-multiword,kha-n1906-003606,thnat-syiar,thnat-syiar,noun,compound,250,0.975,no,pending,yes
3627,n1906-037,27,2:compound-or-multiword,kha-n1906-003611,thoh lung-thoh leng,thoh lung-thoh leng,adverb,phrase,251,0.975,no,pending,yes
3628,n1906-037,28,2:compound-or-multiword,kha-n1906-003612,thoh mut-thoh mat,thoh mut-thoh mat,adjective,phrase,251,0.975,no,pending,yes
