global_sequence,review_batch,batch_sequence,review_tier,record_id,headword_candidate,normalized,part_of_speech,entry_type,source_page_approx,ocr_confidence,existing_master,verification_status,human_review_required
1743,n1906-018,43,1:simple-historical-word,kha-n1906-002532,phylliew,phylliew,verb,word,177,0.975,no,pending,yes
1744,n1906-018,44,1:simple-historical-word,kha-n1906-002533,phylliid,phylliid,noun,word,177,0.975,no,pending,yes
1745,n1906-018,45,1:simple-historical-word,kha-n1906-002534,phyrbew,phyrbew,noun,word,177,0.975,no,pending,yes
1746,n1906-018,46,1:simple-historical-word,kha-n1906-002537,phyrman,phyrman,adverb,word,177,0.975,no,pending,yes
1747,n1906-018,47,1:simple-historical-word,kha-n1906-002536,phyrngcip,phyrngcip,adverb,word,177,0.975,no,pending,yes
1748,n1906-018,48,1:simple-historical-word,kha-n1906-002538,pia,pia,adverb,word,177,0.975,no,pending,yes
1749,n1906-018,49,1:simple-historical-word,kha-n1906-002539,piada,piada,noun,word,177,0.975,no,pending,yes
1750,n1906-018,50,1:simple-historical-word,kha-n1906-002540,piam,piam,verb,word,177,0.975,no,pending,yes
1751,n1906-018,51,1:simple-historical-word,kha-n1906-002380,piii,piii,noun,word,166,0.975,no,pending,yes
1752,n1906-018,52,1:simple-historical-word,kha-n1906-002612,piiramit,piiramit,verb,word,183,0.975,no,pending,yes
1753,n1906-018,53,1:simple-historical-word,kha-n1906-002544,pireit,pireit,adverb,word,178,0.975,no,pending,yes
1754,n1906-018,54,1:simple-historical-word,kha-n1906-002545,pirit,pirit,noun,word,178,0.975,no,pending,yes
1755,n1906-018,55,1:simple-historical-word,kha-n1906-002546,pjah,pjah,adjective,word,178,0.975,no,pending,yes
1756,n1906-018,56,1:simple-historical-word,kha-n1906-002548,pla,pla,noun,word,179,0.975,no,pending,yes
1757,n1906-018,57,1:simple-historical-word,kha-n1906-002549,plak,plak,adverb,word,179,0.975,no,pending,yes
1758,n1906-018,58,1:simple-historical-word,kha-n1906-002551,plan,plan,adverb,word,179,0.975,no,pending,yes
1759,n1906-018,59,1:simple-historical-word,kha-n1906-002552,plastor,plastor,noun,word,179,0.975,no,pending,yes
1760,n1906-018,60,1:simple-historical-word,kha-n1906-002555,pleit,pleit,noun,word,179,0.975,no,pending,yes
1761,n1906-018,61,1:simple-historical-word,kha-n1906-002553,pleng,pleng,adverb,word,179,0.975,no,pending,yes
1762,n1906-018,62,1:simple-historical-word,kha-n1906-002557,pliah,pliah,adjective,word,179,0.975,no,pending,yes
1763,n1906-018,63,1:simple-historical-word,kha-n1906-002556,pliang,pliang,noun,word,179,0.975,no,pending,yes
1764,n1906-018,64,1:simple-historical-word,kha-n1906-002558,plie,plie,verb,word,179,0.975,no,pending,yes
1765,n1906-018,65,1:simple-historical-word,kha-n1906-002559,plod,plod,adverb,word,179,0.975,no,pending,yes
1766,n1906-018,66,1:simple-historical-word,kha-n1906-002560,ploifi,ploifi,adverb,word,179,0.975,no,pending,yes
1767,n1906-018,67,1:simple-historical-word,kha-n1906-002561,pluh,pluh,verb,word,179,0.975,no,pending,yes
1768,n1906-018,68,1:simple-historical-word,kha-n1906-002562,pnah,pnah,adjective,word,179,0.975,no,pending,yes
1769,n1906-018,69,1:simple-historical-word,kha-n1906-002563,pnan,pnan,adverb,word,179,0.975,no,pending,yes
1770,n1906-018,70,1:simple-historical-word,kha-n1906-002564,pnar,pnar,noun,word,179,0.975,no,pending,yes
1771,n1906-018,71,1:simple-historical-word,kha-n1906-002565,pnat,pnat,noun,word,179,0.975,no,pending,yes
1772,n1906-018,72,1:simple-historical-word,kha-n1906-002567,pneh,pneh,noun,word,180,0.975,no,pending,yes
1773,n1906-018,73,1:simple-historical-word,kha-n1906-002571,poh,poh,adjective,word,180,0.975,no,pending,yes
1774,n1906-018,74,1:simple-historical-word,kha-n1906-002573,pohjaid,pohjaid,adjective,word,180,0.975,no,pending,yes
1775,n1906-018,75,1:simple-historical-word,kha-n1906-002574,pohjat,pohjat,noun,word,180,0.975,no,pending,yes
1776,n1906-018,76,1:simple-historical-word,kha-n1906-002581,pompyrtbat,pompyrtbat,verb,word,181,0.975,no,pending,yes
1777,n1906-018,77,1:simple-historical-word,kha-n1906-002568,pongkdung,pongkdung,adverb,word,180,0.975,no,pending,yes
1778,n1906-018,78,1:simple-historical-word,kha-n1906-002569,pongkhuh,pongkhuh,adverb,word,180,0.975,no,pending,yes
1779,n1906-018,79,1:simple-historical-word,kha-n1906-002570,pongshai,pongshai,noun,word,180,0.975,no,pending,yes
1780,n1906-018,80,1:simple-historical-word,kha-n1906-002583,prah,prah,noun,word,181,0.975,no,pending,yes
1781,n1906-018,81,1:simple-historical-word,kha-n1906-002584,prai,prai,adverb,word,181,0.975,no,pending,yes
1782,n1906-018,82,1:simple-historical-word,kha-n1906-002585,prem,prem,adverb,word,181,0.975,no,pending,yes
1783,n1906-018,83,1:simple-historical-word,kha-n1906-002586,prew,prew,noun,word,181,0.975,no,pending,yes
1784,n1906-018,84,1:simple-historical-word,kha-n1906-002592,priih,priih,noun,word,182,0.975,no,pending,yes
1785,n1906-018,85,1:simple-historical-word,kha-n1906-002588,pring,pring,noun,word,181,0.975,no,pending,yes
1786,n1906-018,86,1:simple-historical-word,kha-n1906-002589,prip,prip,adverb,word,181,0.975,no,pending,yes
1787,n1906-018,87,1:simple-historical-word,kha-n1906-002593,prnid,prnid,verb,word,182,0.975,no,pending,yes
1788,n1906-018,88,1:simple-historical-word,kha-n1906-002595,prnt,prnt,noun,word,182,0.975,no,pending,yes
1789,n1906-018,89,1:simple-historical-word,kha-n1906-002590,proh,proh,noun,word,181,0.975,no,pending,yes
1790,n1906-018,90,1:simple-historical-word,kha-n1906-002709,ptajon,ptajon,noun,word,189,0.975,no,pending,yes
1791,n1906-018,91,1:simple-historical-word,kha-n1906-002601,pudina,pudina,noun,word,182,0.975,no,pending,yes
1792,n1906-018,92,1:simple-historical-word,kha-n1906-002596,puka,puka,noun,word,182,0.975,no,pending,yes
1793,n1906-018,93,1:simple-historical-word,kha-n1906-002597,pukir,pukir,noun,word,182,0.975,no,pending,yes
1794,n1906-018,94,1:simple-historical-word,kha-n1906-002598,pukni,pukni,noun,word,182,0.975,no,pending,yes
1795,n1906-018,95,1:simple-historical-word,kha-n1906-002599,pukri,pukri,noun,word,182,0.975,no,pending,yes
1796,n1906-018,96,1:simple-historical-word,kha-n1906-002608,pulit,pulit,noun,word,182,0.975,no,pending,yes
1797,n1906-018,97,1:simple-historical-word,kha-n1906-002609,pulo,pulo,noun,word,182,0.975,no,pending,yes
1798,n1906-018,98,1:simple-historical-word,kha-n1906-002582,pur,pur,noun,word,181,0.975,no,pending,yes
1799,n1906-018,99,1:simple-historical-word,kha-n1906-002611,pura,pura,adjective,word,183,0.975,no,pending,yes
1800,n1906-018,100,1:simple-historical-word,kha-n1906-002613,puron,puron,noun,word,183,0.975,no,pending,yes
1801,n1906-019,1,1:simple-historical-word,kha-n1906-002614,pushara,pushara,noun,word,183,0.975,no,pending,yes
1802,n1906-019,2,1:simple-historical-word,kha-n1906-002616,putet,putet,adverb,word,183,0.975,no,pending,yes
1803,n1906-019,3,1:simple-historical-word,kha-n1906-002622,pyiar,pyiar,verb,word,183,0.975,no,pending,yes
1804,n1906-019,4,1:simple-historical-word,kha-n1906-002623,pyjar,pyjar,verb,word,184,0.975,no,pending,yes
1805,n1906-019,5,1:simple-historical-word,kha-n1906-002624,pylla,pylla,noun,word,184,0.975,no,pending,yes
1806,n1906-019,6,1:simple-historical-word,kha-n1906-002630,pyllaw,pyllaw,adverb,word,184,0.975,no,pending,yes
1807,n1906-019,7,1:simple-historical-word,kha-n1906-002631,pylleng,pylleng,noun,word,184,0.975,no,pending,yes
1808,n1906-019,8,1:simple-historical-word,kha-n1906-002632,pylliaw,pylliaw,adverb,word,184,0.975,no,pending,yes
1809,n1906-019,9,1:simple-historical-word,kha-n1906-002637,pynban,pynban,adjective,word,184,0.975,no,pending,yes
1810,n1906-019,10,1:simple-historical-word,kha-n1906-002638,pynbeit,pynbeit,verb,word,184,0.975,no,pending,yes
1811,n1906-019,11,1:simple-historical-word,kha-n1906-002639,pynbiid,pynbiid,verb,word,184,0.975,no,pending,yes
1812,n1906-019,12,1:simple-historical-word,kha-n1906-002643,pynduh,pynduh,verb,word,185,0.975,no,pending,yes
1813,n1906-019,13,1:simple-historical-word,kha-n1906-002621,pyngieng,pyngieng,adverb,word,183,0.975,no,pending,yes
1814,n1906-019,14,1:simple-historical-word,kha-n1906-002617,pyngkat,pyngkat,adjective,word,183,0.975,no,pending,yes
1815,n1906-019,15,1:simple-historical-word,kha-n1906-002618,pyngkbob,pyngkbob,verb,word,183,0.975,no,pending,yes
1816,n1906-019,16,1:simple-historical-word,kha-n1906-002620,pyngngad,pyngngad,adjective,word,183,0.975,no,pending,yes
1817,n1906-019,17,1:simple-historical-word,kha-n1906-002648,pynidid,pynidid,verb,word,185,0.975,no,pending,yes
1818,n1906-019,18,1:simple-historical-word,kha-n1906-002650,pynieng,pynieng,verb,word,185,0.975,no,pending,yes
1819,n1906-019,19,1:simple-historical-word,kha-n1906-002651,pynjhieh,pynjhieh,verb,word,185,0.975,no,pending,yes
1820,n1906-019,20,1:simple-historical-word,kha-n1906-002640,pynkhieklong,pynkhieklong,verb,word,184,0.975,no,pending,yes
1821,n1906-019,21,1:simple-historical-word,kha-n1906-002642,pynkhyllew,pynkhyllew,verb,word,185,0.975,no,pending,yes
1822,n1906-019,22,1:simple-historical-word,kha-n1906-002619,pynkriang,pynkriang,verb,word,183,0.975,no,pending,yes
1823,n1906-019,23,1:simple-historical-word,kha-n1906-002652,pynlat,pynlat,verb,word,185,0.975,no,pending,yes
1824,n1906-019,24,1:simple-historical-word,kha-n1906-002654,pynphuh,pynphuh,verb,word,185,0.975,no,pending,yes
1825,n1906-019,25,1:simple-historical-word,kha-n1906-002657,pynshadsuloi,pynshadsuloi,verb,word,185,0.975,no,pending,yes
1826,n1906-019,26,1:simple-historical-word,kha-n1906-002658,pynshait,pynshait,verb,word,185,0.975,no,pending,yes
1827,n1906-019,27,1:simple-historical-word,kha-n1906-000288,pynshet,pynshet,verb,word,24,0.950,no,pending,yes
1828,n1906-019,28,1:simple-historical-word,kha-n1906-002661,pynshoi,pynshoi,verb,word,186,0.975,no,pending,yes
1829,n1906-019,29,1:simple-historical-word,kha-n1906-002659,pynshok,pynshok,noun,word,185,0.975,no,pending,yes
1830,n1906-019,30,1:simple-historical-word,kha-n1906-002660,pynshong,pynshong,verb,word,185,0.975,no,pending,yes
1831,n1906-019,31,1:simple-historical-word,kha-n1906-002662,pyntha,pyntha,noun,word,186,0.975,no,pending,yes
1832,n1906-019,32,1:simple-historical-word,kha-n1906-002663,pynthame,pynthame,verb,word,186,0.975,no,pending,yes
1833,n1906-019,33,1:simple-historical-word,kha-n1906-002664,pyntian,pyntian,verb,word,186,0.975,no,pending,yes
1834,n1906-019,34,1:simple-historical-word,kha-n1906-002667,pyrda,pyrda,noun,word,186,0.975,no,pending,yes
1835,n1906-019,35,1:simple-historical-word,kha-n1906-002670,pyrha,pyrha,noun,word,186,0.975,no,pending,yes
1836,n1906-019,36,1:simple-historical-word,kha-n1906-002671,pyrhut,pyrhut,adjective,word,186,0.975,no,pending,yes
1837,n1906-019,37,1:simple-historical-word,kha-n1906-002672,pyrjah,pyrjah,verb,word,186,0.975,no,pending,yes
1838,n1906-019,38,1:simple-historical-word,kha-n1906-002665,pyrkhat,pyrkhat,verb,word,186,0.975,no,pending,yes
1839,n1906-019,39,1:simple-historical-word,kha-n1906-002666,pyrkhing,pyrkhing,adverb,word,186,0.975,no,pending,yes
1840,n1906-019,40,1:simple-historical-word,kha-n1906-002674,pyrsat,pyrsat,verb,word,186,0.975,no,pending,yes
1841,n1906-019,41,1:simple-historical-word,kha-n1906-002675,pyrshang,pyrshang,verb,word,186,0.975,no,pending,yes
1842,n1906-019,42,1:simple-historical-word,kha-n1906-002676,pyrshen,pyrshen,noun,word,186,0.975,no,pending,yes
1843,n1906-019,43,1:simple-historical-word,kha-n1906-002677,pyrsia,pyrsia,verb,word,186,0.975,no,pending,yes
1844,n1906-019,44,1:simple-historical-word,kha-n1906-002678,pyrsit,pyrsit,noun,word,186,0.975,no,pending,yes
1845,n1906-019,45,1:simple-historical-word,kha-n1906-002679,pyrsut,pyrsut,noun,word,187,0.975,no,pending,yes
1846,n1906-019,46,1:simple-historical-word,kha-n1906-002680,pyrta,pyrta,verb,word,187,0.975,no,pending,yes
1847,n1906-019,47,1:simple-historical-word,kha-n1906-002682,pyrthat,pyrthat,noun,word,187,0.975,no,pending,yes
1848,n1906-019,48,1:simple-historical-word,kha-n1906-002683,pyrthei,pyrthei,noun,word,187,0.975,no,pending,yes
1849,n1906-019,49,1:simple-historical-word,kha-n1906-002684,pyrthiew,pyrthiew,verb,word,187,0.975,no,pending,yes
1850,n1906-019,50,1:simple-historical-word,kha-n1906-002685,pyrthuh,pyrthuh,verb,word,187,0.975,no,pending,yes
1851,n1906-019,51,1:simple-historical-word,kha-n1906-002687,pyrtuh,pyrtuh,noun,word,187,0.975,no,pending,yes
1852,n1906-019,52,1:simple-historical-word,kha-n1906-002686,pyrtung,pyrtung,adverb,word,187,0.975,no,pending,yes
1853,n1906-019,53,1:simple-historical-word,kha-n1906-002688,pyrwa,pyrwa,verb,word,187,0.975,no,pending,yes
1854,n1906-019,54,1:simple-historical-word,kha-n1906-002728,r'eng,r'eng,adverb,word,190,0.975,no,pending,yes
1855,n1906-019,55,1:simple-historical-word,kha-n1906-002694,radha,radha,noun,word,188,0.975,no,pending,yes
1856,n1906-019,56,1:simple-historical-word,kha-n1906-002699,raiep,raiep,adverb,word,188,0.975,no,pending,yes
1857,n1906-019,57,1:simple-historical-word,kha-n1906-002701,raiot,raiot,noun,word,188,0.975,no,pending,yes
1858,n1906-019,58,1:simple-historical-word,kha-n1906-002689,raked,raked,adverb,word,187,0.975,no,pending,yes
1859,n1906-019,59,1:simple-historical-word,kha-n1906-002690,raken,raken,adverb,word,187,0.975,no,pending,yes
1860,n1906-019,60,1:simple-historical-word,kha-n1906-002691,rakhe,rakhe,verb,word,187,0.975,no,pending,yes
1861,n1906-019,61,1:simple-historical-word,kha-n1906-002692,rakot,rakot,noun,word,187,0.975,no,pending,yes
1862,n1906-019,62,1:simple-historical-word,kha-n1906-002712,ramhah,ramhah,noun,word,189,0.975,no,pending,yes
1863,n1906-019,63,1:simple-historical-word,kha-n1906-002718,ranap,ranap,noun,word,189,0.975,no,pending,yes
1864,n1906-019,64,1:simple-historical-word,kha-n1906-002696,rangli,rangli,noun,word,188,0.975,no,pending,yes
1865,n1906-019,65,1:simple-historical-word,kha-n1906-002719,rani,rani,noun,word,189,0.975,no,pending,yes
1866,n1906-019,66,1:simple-historical-word,kha-n1906-002720,rapiej,rapiej,adverb,word,190,0.975,no,pending,yes
1867,n1906-019,67,1:simple-historical-word,kha-n1906-002721,rashi,rashi,noun,word,190,0.975,no,pending,yes
1868,n1906-019,68,1:simple-historical-word,kha-n1906-002722,rashing,rashing,noun,word,190,0.975,no,pending,yes
1869,n1906-019,69,1:simple-historical-word,kha-n1906-002723,rasong,rasong,noun,word,190,0.975,no,pending,yes
1870,n1906-019,70,1:simple-historical-word,kha-n1906-002724,ratap,ratap,noun,word,190,0.975,no,pending,yes
1871,n1906-019,71,1:simple-historical-word,kha-n1906-002725,rati,rati,noun,word,190,0.975,no,pending,yes
1872,n1906-019,72,1:simple-historical-word,kha-n1906-002700,rdid,rdid,adjective,word,188,0.975,no,pending,yes
1873,n1906-019,73,1:simple-historical-word,kha-n1906-002726,rdong,rdong,adverb,word,190,0.975,no,pending,yes
1874,n1906-019,74,1:simple-historical-word,kha-n1906-002727,red,red,noun,word,190,0.975,no,pending,yes
1875,n1906-019,75,1:simple-historical-word,kha-n1906-002729,reng,reng,noun,word,190,0.975,no,pending,yes
1876,n1906-019,76,1:simple-historical-word,kha-n1906-002756,rijied,rijied,noun,word,193,0.975,no,pending,yes
1877,n1906-019,77,1:simple-historical-word,kha-n1906-002757,rim,rim,adjective,word,193,0.975,no,pending,yes
1878,n1906-019,78,1:simple-historical-word,kha-n1906-002758,rin,rin,adverb,word,193,0.975,no,pending,yes
1879,n1906-019,79,1:simple-historical-word,kha-n1906-002750,ringmaw,ringmaw,verb,word,193,0.975,no,pending,yes
1880,n1906-019,80,1:simple-historical-word,kha-n1906-002751,ringsamthiah,ringsamthiah,verb,word,193,0.975,no,pending,yes
1881,n1906-019,81,1:simple-historical-word,kha-n1906-002752,ringsan,ringsan,verb,word,193,0.975,no,pending,yes
1882,n1906-019,82,1:simple-historical-word,kha-n1906-002753,ringsur,ringsur,verb,word,193,0.975,no,pending,yes
1883,n1906-019,83,1:simple-historical-word,kha-n1906-002754,ringtyllai,ringtyllai,noun,word,193,0.975,no,pending,yes
1884,n1906-019,84,1:simple-historical-word,kha-n1906-002755,ringtyrkhong,ringtyrkhong,verb,word,193,0.975,no,pending,yes
1885,n1906-019,85,1:simple-historical-word,kha-n1906-002761,risang,risang,noun,word,193,0.975,no,pending,yes
1886,n1906-019,86,1:simple-historical-word,kha-n1906-002762,risaw,risaw,noun,word,193,0.975,no,pending,yes
1887,n1906-019,87,1:simple-historical-word,kha-n1906-002763,rishot,rishot,noun,word,193,0.975,no,pending,yes
1888,n1906-019,88,1:simple-historical-word,kha-n1906-002764,rit,rit,adjective,word,193,0.975,no,pending,yes
1889,n1906-019,89,1:simple-historical-word,kha-n1906-002765,riti,riti,noun,word,193,0.975,no,pending,yes
1890,n1906-019,90,1:simple-historical-word,kha-n1906-002768,rmen,rmen,noun,word,193,0.975,no,pending,yes
1891,n1906-019,91,1:simple-historical-word,kha-n1906-002773,rnai,rnai,noun,word,194,0.975,no,pending,yes
1892,n1906-019,92,1:simple-historical-word,kha-n1906-002771,rniang,rniang,noun,word,194,0.975,no,pending,yes
1893,n1906-019,93,1:simple-historical-word,kha-n1906-002772,rnong,rnong,noun,word,194,0.975,no,pending,yes
1894,n1906-019,94,1:simple-historical-word,kha-n1906-002774,rong,rong,noun,word,194,0.975,no,pending,yes
1895,n1906-019,95,1:simple-historical-word,kha-n1906-002790,rtiang,rtiang,noun,word,195,0.975,no,pending,yes
1896,n1906-019,96,1:simple-historical-word,kha-n1906-002811,rwiang,rwiang,noun,word,196,0.975,no,pending,yes
1897,n1906-019,97,1:simple-historical-word,kha-n1906-002812,ryben,ryben,adjective,word,196,0.975,no,pending,yes
1898,n1906-019,98,1:simple-historical-word,kha-n1906-002825,rymbai,rymbai,noun,word,197,0.975,no,pending,yes
1899,n1906-019,99,1:simple-historical-word,kha-n1906-002822,ryngkiih,ryngkiih,adverb,word,196,0.975,no,pending,yes
1900,n1906-019,100,1:simple-historical-word,kha-n1906-002820,ryngngi,ryngngi,noun,word,196,0.975,no,pending,yes
1901,n1906-020,1,1:simple-historical-word,kha-n1906-002824,ryngwiang,ryngwiang,noun,word,197,0.975,no,pending,yes
1902,n1906-020,2,1:simple-historical-word,kha-n1906-002832,rynniaw,rynniaw,noun,word,197,0.975,no,pending,yes
1903,n1906-020,3,1:simple-historical-word,kha-n1906-002909,s'at,s'at,adjective,word,203,0.975,no,pending,yes
1904,n1906-020,4,1:simple-historical-word,kha-n1906-002953,s'ep,s'ep,noun,word,206,0.975,no,pending,yes
1905,n1906-020,5,1:simple-historical-word,kha-n1906-003223,s'iang,s'iang,adjective,word,222,0.975,no,pending,yes
1906,n1906-020,6,1:simple-historical-word,kha-n1906-003226,s'iar,s'iar,noun,word,223,0.975,no,pending,yes
1907,n1906-020,7,1:simple-historical-word,kha-n1906-003242,s'iem,s'iem,noun,word,224,0.975,no,pending,yes
1908,n1906-020,8,1:simple-historical-word,kha-n1906-003256,s'ir,s'ir,adjective,word,225,0.975,no,pending,yes
1909,n1906-020,9,1:simple-historical-word,kha-n1906-002868,s'liid,s'liid,adjective,word,201,0.975,no,pending,yes
1910,n1906-020,10,1:simple-historical-word,kha-n1906-002840,sab,sab,adjective,word,198,0.975,no,pending,yes
1911,n1906-020,11,1:simple-historical-word,kha-n1906-002841,sabiah,sabiah,adverb,word,198,0.975,no,pending,yes
1912,n1906-020,12,1:simple-historical-word,kha-n1906-002842,sabniup,sabniup,adverb,word,198,0.975,no,pending,yes
1913,n1906-020,13,1:simple-historical-word,kha-n1906-002853,sadai,sadai,noun,word,199,0.975,no,pending,yes
1914,n1906-020,14,1:simple-historical-word,kha-n1906-002854,sadhai,sadhai,adverb,word,199,0.975,no,pending,yes
1915,n1906-020,15,1:simple-historical-word,kha-n1906-002861,saham,saham,verb,word,200,0.975,no,pending,yes
1916,n1906-020,16,1:simple-historical-word,kha-n1906-002863,saheb,saheb,noun,word,200,0.975,no,pending,yes
1917,n1906-020,17,1:simple-historical-word,kha-n1906-002864,sahiaw,sahiaw,noun,word,200,0.975,no,pending,yes
1918,n1906-020,18,1:simple-historical-word,kha-n1906-002881,saja,saja,noun,word,202,0.975,no,pending,yes
1919,n1906-020,19,1:simple-historical-word,kha-n1906-002843,sakar,sakar,adverb,word,198,0.975,no,pending,yes
1920,n1906-020,20,1:simple-historical-word,kha-n1906-002844,sakhap,sakhap,adjective,word,199,0.975,no,pending,yes
1921,n1906-020,21,1:simple-historical-word,kha-n1906-002845,sakhi,sakhi,noun,word,199,0.975,no,pending,yes
1922,n1906-020,22,1:simple-historical-word,kha-n1906-002846,sakhiih,sakhiih,verb,word,199,0.975,no,pending,yes
1923,n1906-020,23,1:simple-historical-word,kha-n1906-002847,sakhrai,sakhrai,verb,word,199,0.975,no,pending,yes
1924,n1906-020,24,1:simple-historical-word,kha-n1906-002852,sakiii,sakiii,adverb,word,199,0.975,no,pending,yes
1925,n1906-020,25,1:simple-historical-word,kha-n1906-002848,sakma,sakma,verb,word,199,0.975,no,pending,yes
1926,n1906-020,26,1:simple-historical-word,kha-n1906-002849,saktiaw,saktiaw,adverb,word,199,0.975,no,pending,yes
1927,n1906-020,27,1:simple-historical-word,kha-n1906-002850,saktup,saktup,adverb,word,199,0.975,no,pending,yes
1928,n1906-020,28,1:simple-historical-word,kha-n1906-002851,sakuda,sakuda,noun,word,199,0.975,no,pending,yes
1929,n1906-020,29,1:simple-historical-word,kha-n1906-002882,sala,sala,noun,word,202,0.975,no,pending,yes
1930,n1906-020,30,1:simple-historical-word,kha-n1906-002883,salia,salia,adjective,word,202,0.975,no,pending,yes
1931,n1906-020,31,1:simple-historical-word,kha-n1906-002884,salit,salit,adverb,word,202,0.975,no,pending,yes
1932,n1906-020,32,1:simple-historical-word,kha-n1906-002885,salu,salu,noun,word,202,0.975,no,pending,yes
1933,n1906-020,33,1:simple-historical-word,kha-n1906-002886,sam,sam,verb,word,202,0.975,no,pending,yes
1934,n1906-020,34,1:simple-historical-word,kha-n1906-002888,samep,samep,adjective,word,202,0.975,no,pending,yes
1935,n1906-020,35,1:simple-historical-word,kha-n1906-002895,samiih,samiih,adverb,word,202,0.975,no,pending,yes
1936,n1906-020,36,1:simple-historical-word,kha-n1906-002889,samla,samla,noun,word,202,0.975,no,pending,yes
1937,n1906-020,37,1:simple-historical-word,kha-n1906-002890,sammut,sammut,adjective,word,202,0.975,no,pending,yes
1938,n1906-020,38,1:simple-historical-word,kha-n1906-002891,samoi,samoi,noun,word,202,0.975,no,pending,yes
1939,n1906-020,39,1:simple-historical-word,kha-n1906-002892,samparat,samparat,noun,word,202,0.975,no,pending,yes
1940,n1906-020,40,1:simple-historical-word,kha-n1906-002893,samsia,samsia,adjective,word,202,0.975,no,pending,yes
1941,n1906-020,41,1:simple-historical-word,kha-n1906-002894,samtari,samtari,noun,word,202,0.975,no,pending,yes
1942,n1906-020,42,1:simple-historical-word,kha-n1906-002896,sanad,sanad,noun,word,203,0.975,no,pending,yes
1943,n1906-020,43,1:simple-historical-word,kha-n1906-002855,sang,sang,adjective,word,199,0.975,no,pending,yes
1944,n1906-020,44,1:simple-historical-word,kha-n1906-002856,sangam,sangam,noun,word,199,0.975,no,pending,yes
1945,n1906-020,45,1:simple-historical-word,kha-n1906-002857,sangeh,sangeh,verb,word,200,0.975,no,pending,yes
1946,n1906-020,46,1:simple-historical-word,kha-n1906-002858,sangoh,sangoh,verb,word,200,0.975,no,pending,yes
1947,n1906-020,47,1:simple-historical-word,kha-n1906-002859,sangrang,sangrang,adverb,word,200,0.975,no,pending,yes
1948,n1906-020,48,1:simple-historical-word,kha-n1906-002860,sangsot,sangsot,adjective,word,200,0.975,no,pending,yes
1949,n1906-020,49,1:simple-historical-word,kha-n1906-002898,saniur,saniur,adjective,word,203,0.975,no,pending,yes
1950,n1906-020,50,1:simple-historical-word,kha-n1906-002897,santer,santer,verb,word,203,0.975,no,pending,yes
1951,n1906-020,51,1:simple-historical-word,kha-n1906-002899,sap,sap,noun,word,203,0.975,no,pending,yes
1952,n1906-020,52,1:simple-historical-word,kha-n1906-002900,sapa,sapa,adjective,word,203,0.975,no,pending,yes
1953,n1906-020,53,1:simple-historical-word,kha-n1906-002901,saphret,saphret,adjective,word,203,0.975,no,pending,yes
1954,n1906-020,54,1:simple-historical-word,kha-n1906-002902,sapiet,sapiet,noun,word,203,0.975,no,pending,yes
1955,n1906-020,55,1:simple-historical-word,kha-n1906-002903,sapoh,sapoh,noun,word,203,0.975,no,pending,yes
1956,n1906-020,56,1:simple-historical-word,kha-n1906-002904,sapra,sapra,verb,word,203,0.975,no,pending,yes
1957,n1906-020,57,1:simple-historical-word,kha-n1906-002905,sarasg,sarasg,verb,word,203,0.975,no,pending,yes
1958,n1906-020,58,1:simple-historical-word,kha-n1906-002906,saraw,saraw,noun,word,203,0.975,no,pending,yes
1959,n1906-020,59,1:simple-historical-word,kha-n1906-002907,saro,saro,noun,word,203,0.975,no,pending,yes
1960,n1906-020,60,1:simple-historical-word,kha-n1906-002908,sarong,sarong,adjective,word,203,0.975,no,pending,yes
1961,n1906-020,61,1:simple-historical-word,kha-n1906-002913,sathe,sathe,adverb,word,204,0.975,no,pending,yes
1962,n1906-020,62,1:simple-historical-word,kha-n1906-002914,sati,sati,noun,word,204,0.975,no,pending,yes
1963,n1906-020,63,1:simple-historical-word,kha-n1906-002915,satia,satia,adverb,word,204,0.975,no,pending,yes
1964,n1906-020,64,1:simple-historical-word,kha-n1906-002917,satlak,satlak,adverb,word,204,0.975,no,pending,yes
1965,n1906-020,65,1:simple-historical-word,kha-n1906-002918,satlip,satlip,adverb,word,204,0.975,no,pending,yes
1966,n1906-020,66,1:simple-historical-word,kha-n1906-002920,saw,saw,adjective,word,204,0.975,no,pending,yes
1967,n1906-020,67,1:simple-historical-word,kha-n1906-002921,sawang,sawang,adjective,word,204,0.975,no,pending,yes
1968,n1906-020,68,1:simple-historical-word,kha-n1906-002922,sawar,sawar,noun,word,204,0.975,no,pending,yes
1969,n1906-020,69,1:simple-historical-word,kha-n1906-002925,sawlia,sawlia,adjective,word,204,0.975,no,pending,yes
1970,n1906-020,70,1:simple-historical-word,kha-n1906-002926,sawphew,sawphew,adjective,word,204,0.975,no,pending,yes
1971,n1906-020,71,1:simple-historical-word,kha-n1906-002927,sawrang,sawrang,adjective,word,204,0.975,no,pending,yes
1972,n1906-020,72,1:simple-historical-word,kha-n1906-002928,sawreng,sawreng,adjective,word,204,0.975,no,pending,yes
1973,n1906-020,73,1:simple-historical-word,kha-n1906-002930,sawtriang,sawtriang,adjective,word,204,0.975,no,pending,yes
1974,n1906-020,74,1:simple-historical-word,kha-n1906-002931,sbak,sbak,adverb,word,204,0.975,no,pending,yes
1975,n1906-020,75,1:simple-historical-word,kha-n1906-002932,sbu,sbu,noun,word,205,0.975,no,pending,yes
1976,n1906-020,76,1:simple-historical-word,kha-n1906-002934,sbur,sbur,adjective,word,205,0.975,no,pending,yes
