record_id,headword_candidate,normalized,part_of_speech,entry_type,historical_gloss_raw,source_page_approx,ocr_confidence,review_priority,existing_master,verification_status,human_review_required
kha-n1906-001792,jingkhang,jingkhang,noun,word,"a door, prohibition.",115,0.975,1,no,pending,yes
kha-n1906-001793,jingkhang-iit,jingkhang-iit,noun,compound,a glazed window.,115,0.975,1,no,pending,yes
kha-n1906-001794,jingkhein,jingkhein,noun,word,"arithmetic ; reckoning, estimation. [Imif. jingkhein-jingdiah.] jing la, > T ^^ ^ bathinff or short trousers. *Ji-ngia, ) ' °",115,0.975,1,no,pending,yes
kha-n1906-001795,jingkit,jingkit,noun,word,"a load. [Imit. jingkit-jingbah.] Jingngan, d. to feel uneasiness or diflS.culty to pass food into the stomach.",115,0.975,1,no,pending,yes
kha-n1906-001800,jinglait-luid,jinglait-luid,noun,compound,"freedom ; liberty. Jingmihpat, ka^ n. resurrection.",115,0.975,1,no,pending,yes
kha-n1906-001801,jingpynbna,jingpynbna,noun,word,a notice ; proclamation.,115,0.975,1,no,pending,yes
kha-n1906-001802,jingpynbtid,jingpynbtid,noun,word,a sequel ; a supplement.,115,0.975,1,no,pending,yes
kha-n1906-001803,jingpyrsat-mynsiem,jingpyrsat-mynsiem,noun,compound,"inspiration {lit, exhalation.)",115,0.975,1,no,pending,yes
kha-n1906-001804,jingri,jingri,noun,word,cattle ; domestic animals. \_ImU. jingri-jingdiip.],115,0.975,1,no,pending,yes
kha-n1906-001805,jingriam,jingriam,noun,word,a dress. \Imit. jingriam-jingbeit.] ; snare. \lmit. jingriam- jingpah.],115,0.975,1,no,pending,yes
kha-n1906-001806,jingtah,jingtah,noun,word,"ointment ; a medicine for rubbing or smearing on the skin ; curry. [^Imlt. jingtah-jingber.] ^'— ■ ■ — ■ ' ■ — ""■ — * Hindi. • 103 JILL A JIW-JIW-JAW-JAW *Jilla, ka^ n. zillah, district.",115,0.975,1,no,pending,yes
kha-n1906-001815,jinjar-trah,jinjar-trah,adjective,compound,"cumbersome ; annoying. Jiniat, ka^ n. a feast, {esp, of pork and rice).",116,0.975,1,no,pending,yes
kha-n1906-001817,jinrein,jinrein,noun,word,"vermin on the human body. Jintang, u. n. the stalk. Same ^^jyntang. Jintah, ka^ n. curry. \Imit. jintah-jinber.] Jinthut, V. to stumble.",116,0.975,1,no,pending,yes
kha-n1906-001816,jinriam,jinriam,noun,word,a trap ; a snare. Same as jingriam.,116,0.975,1,no,pending,yes
kha-n1906-001819,jir-eh,jir-eh,verb,compound,"to feel nausea, to eructate. Same as jyr^eh. Jirthiaw, «7wto twist.",117,0.975,1,no,pending,yes
kha-n1906-001818,jira,jira,noun,word,a cumin seed.,117,0.975,1,no,pending,yes
kha-n1906-001820,jirwit-jirwat,jirwit-jirwat,adverb,compound,"in a round about way, not satisfactorily.",117,0.975,1,no,pending,yes
kha-n1906-001821,jiw,jiw,adverb,word,"in the habit of, used to ; same as *' ju"".",117,0.975,1,no,pending,yes
kha-n1906-001822,jiw-jiw-jaw-jaw,jiw-jiw-jaw-jaw,adjective,reduplication,"drizling, wet. — ^-^—^^ - 104 JIWNOM JOR",117,0.975,1,no,pending,yes
kha-n1906-001823,jiwnom,jiwnom,adverb,word,"eternally, forever ; same as "" junom.""",117,0.975,1,no,pending,yes
kha-n1906-001824,jiwtang or jutang,jiwtang or jutang,noun,phrase,"covenant ; arguments. \_Imit. ka nia-ka jutang.""] Jiang, «c?. for a long time ; greatly, deeply, [as,"" ula leit jah jlang sha Dkhar;"" ""sngew kynjah y/6^^/^<7 ;"" ""sngewkyllut /kmg:']",117,0.975,1,no,pending,yes
kha-n1906-001755,jkap,jkap,adverb,word,"snappishly, [as, "" u ksew udait /kap na ka khohwah.""]",113,0.975,1,no,pending,yes
kha-n1906-000402,jkaptan,jkaptan,noun,word,"a captain (same as Koptdn). Kar, V. to stir with, mix with, (said of rice when mixed and cooked with some other grains). * Hindi. I t Bengali. J English, | § Assamese, 22",27,0.975,1,no,pending,yes
kha-n1906-001756,jkar,jkar,adverb,word,"quiveringly, [as, "" u sum /kcir ia ka kait.""]",113,0.975,1,no,pending,yes
kha-n1906-001757,jkeng,jkeng,adverb,word,"tall and big, (as, *'u briow uba jvongjkeiig).'",113,0.975,1,no,pending,yes
kha-n1906-000767,jkhyrnit,jkhyrnit,noun,word,"the mantel-piece, the cornice.",47,0.975,1,no,pending,yes
kha-n1906-001758,jking,jking,adverb,word,"tall and slender, (as, "" u briew uba vitjkmg"").",113,0.950,1,no,pending,yes
kha-n1906-000810,jklas,jklas,noun,word,a class.,50,0.975,1,no,pending,yes
kha-n1906-000811,jklat,jklat,noun,word,"a glass, a tumbler ; — v . to turn abruptly to another direction. Klaw, (peit), ad. unremittingly, steadfastly (of big eyes, as, u peit klaw). Klek(b4m), «(Z. at once {2,%unguid klek.) ; flcaringly [as, ""ka ding ka la meh klek'",50,0.975,1,no,pending,yes
kha-n1906-000833,jkongor,jkongor,noun,word,"one who marries a princess, ^.^., a Syiem's sister or niece.",52,0.975,1,no,pending,yes
kha-n1906-000963,jkudam,jkudam,noun,word,a godown ; a button.,59,0.975,1,no,pending,yes
kha-n1906-001759,jkup,jkup,adverb,word,"all at once (to gobble up), [as, "" ka dohkha ka bam /kup iausoh""].",113,0.975,1,no,pending,yes
kha-n1906-001826,jl,jl,adjective,word,"long ; lengthy : wide. Jlaw, V. to howl. Same asjlew.",117,0.975,1,no,pending,yes
kha-n1906-001825,jlah,jlah,adjective,word,too sweet or bitter.,117,0.975,1,no,pending,yes
kha-n1906-001827,jlaw-nguid,jlaw-nguid,adjective,compound,"greedy, gluttonous. [Imif. jlawnguid-jlawhew.]",117,0.975,1,no,pending,yes
kha-n1906-001828,jlek,jlek,adverb,word,"up, at once (to gobble), [as, *' u bsein u la nguid j'lek la ka jak6id.""]",117,0.975,1,no,pending,yes
kha-n1906-001829,jlen,jlen,adverb,word,"big and tall, gigantic ; [as, "" ki ong ba ki Kossack ki long ki briw kiba",117,0.975,1,no,pending,yes
kha-n1906-001831,jlep,jlep,adjective,word,like the taste or smell of rotten fish ; — ad. too much.,117,0.975,1,no,pending,yes
kha-n1906-001832,jlep-dohnud,jlep-dohnud,verb,compound,"to feel bad, to faint.",117,0.975,1,no,pending,yes
kha-n1906-001833,jler,jler,adjective,word,"slanderous, vilifying, cavilling. Jli, V. to be sick of ; to be squeamish ; to feel nausea.",117,0.975,1,no,pending,yes
kha-n1906-001834,jliang,jliang,adverb,word,"far, deep, (as, "" u briew u ngam jliang hapoh thwei ; nga tharai ba ngi la laid jngai j/iang."") Jliah, V. to lick, to eat up.",117,0.975,1,no,pending,yes
kha-n1906-001835,jlih,jlih,adjective,word,"even, smooth.",117,0.975,1,no,pending,yes
kha-n1906-001836,jlin,jlin,adverb,word,"nicely, comely ; [as, "" ki da sad ki da khyllong bha jlin.Y' Jlop, 7^. to wither, to fall off (flower). Jltid (sawa-), ad. in a long continued tone ; [as, "" wei liaba la jlaw jhid u ksew, kata yn sa iap briew.""]",117,0.975,1,no,pending,yes
kha-n1906-002192,jlynten,jlynten,noun,word,"a lantern. Lynter, ka^ n. a line, a length. Lynter-tait, \ ad. all along, over and over the same state of Lynter-tuid, j things ; [as, "" ba'n shu iai leh ia kajuh-pa-kajuh lynter-tait ka'm long kaba i-tynnad""], careless. Lynthaw, i). to dash to pieces. Lyntheng, fxd. with big calves j [as, ""ubriewuba heh kakhohwah lyntheng,""",141,0.975,1,no,pending,yes
kha-n1906-002231,jmajistor,jmajistor,noun,word,a magistrate.,143,0.975,1,no,pending,yes
kha-n1906-001837,jmong,jmong,adverb,word,"out, (as, '' u mihjmong ha sla-um."")",118,0.975,1,no,pending,yes
kha-n1906-001838,jnang,jnang,verb,word,"to be choked (with a bone.) Jong, (sign of the Possessive casej of, pertaining to.",118,0.975,1,no,pending,yes
kha-n1906-001767,jngaiil-jngain,jngaiil-jngain,adverb,compound,very (deep water).,114,0.975,1,no,pending,yes
kha-n1906-001768,jngap,jngap,adverb,word,(sweet) like honey.,114,0.975,1,no,pending,yes
kha-n1906-001766,jngdi,jngdi,adjective,word,far. [Imit. ba jngai-ba rwang.],114,0.975,1,no,pending,yes
kha-n1906-001769,jngem,jngem,adjective,word,"discolouring of the skin ; black and blue. Jngi, V. to swim. Jngoh, V. to look at, to peep in.",114,0.975,1,no,pending,yes
kha-n1906-001770,jngum-jngum,jngum-jngum,adjective,reduplication,violet-like.,114,0.975,1,no,pending,yes
kha-n1906-001771,jngut,jngut,adjective,word,"muddy, dirty, obscure. Jhab-waifc, (shi-), a. sixteen (children.) ; quiverful. *Jhad, ka, /?. steamer, ship.",114,0.975,1,no,pending,yes
kha-n1906-001839,joit,joit,adverb,word,"at once, up, (used with ieng.) Jom, u. n. the king of Hades.",118,0.975,1,no,pending,yes
kha-n1906-001840,jonti,jonti,noun,word,"a net to catch vultures, etc. Jop, V. to conquer ; — ad. in drops, (as, "" ka um ka jmw joJ>-s hi- J op). J6r, ka, n. the essence or element, semen. * Hindi. 105 JOT JUM-JUM Jot, a^ destroyed, ruined. \Imit. ba jot-ba pei.]",118,0.975,1,no,pending,yes
kha-n1906-001841,jr,jr,adjective,word,lean (like a man who has just recovered from a severe illuess).,118,0.975,1,no,pending,yes
kha-n1906-001842,jrai-thied,jrai-thied,verb,compound,to suffer from a sprain.,118,0.975,1,no,pending,yes
kha-n1906-001843,jrain-jrain,jrain-jrain,adverb,reduplication,"with a crashing sound, like the sound made by volley firing ; [as, "" u shu noh jrain-jrain shapoh,"" "" ki la siat jrain-jram da ki sulci.""]",118,0.975,1,no,pending,yes
kha-n1906-001844,jran-um,jran-um,verb,compound,to become dried.,118,0.975,1,no,pending,yes
kha-n1906-001846,jrein,jrein,verb,word,"to fall in drops, to ooze, to drain.",118,0.975,1,no,pending,yes
kha-n1906-001845,jreng,jreng,adverb,word,"nicely (dressed up). Same as "" Jriang.""",118,0.975,1,no,pending,yes
kha-n1906-001847,jri,jri,noun,word,"India rubber, caoutchouc.",118,0.975,1,no,pending,yes
kha-n1906-001849,jri-sim,jri-sim,noun,compound,"a Banian tree. Jrong, a, long, tall, high.",118,0.975,1,no,pending,yes
kha-n1906-001848,jriang,jriang,adverb,word,"nicely, handsomely ; [as, "" u riam hhs, jriang ialade"".]",118,0.975,1,no,pending,yes
kha-n1906-001850,jrup,jrup,adverb,word,A dip cf. wieh /rup to immerse by a dip.,118,0.975,1,no,pending,yes
kha-n1906-001851,jrup-jrap,jrup-jrap,adverb,compound,"at the same time (eat) ; [as, "" ki ia bam jrup jrap.""]",118,0.975,1,no,pending,yes
kha-n1906-000444,jslein-noh,jslein-noh,verb,compound,"enough ;—«(?. vpry (coloquial), [as, "" ka jingrunar kaba la )^m-/2£^^.""] 24 KEM '^Tk... r,f,,.. KHAD-AR-BONGTHAI Kcm, V. to arrest, to seize ; to wrestle ; to resemble — when pre- ceded by ia ; tending to, showing the signs of, [as, ^^m-synrai, showing tj:ie signs of autumn, so also X-^m-tlang, kem-i^jvem, kem-lyiuY.] Kem-*bikar, v. to impress coolies, to arrest indiscriminately.",29,0.975,1,no,pending,yes
kha-n1906-003474,jsleit,jsleit,noun,word,a slate.,226,0.975,1,no,pending,yes
kha-n1906-001852,ju,ju,adverb,word,"same as "" jiw."" f",118,0.975,1,no,pending,yes
kha-n1906-001853,juar-bata,juar-bata,noun,compound,a tide.,118,0.975,1,no,pending,yes
kha-n1906-001854,jubab,jubab,noun,word,"a reply, an answer.",118,0.975,1,no,pending,yes
kha-n1906-001855,juban,juban,noun,word,"word, speech, word of honour.",118,0.975,1,no,pending,yes
kha-n1906-001856,jubor,jubor,adverb,word,"by force. fJuk, u. n. a kind of leech, — ka. n. an era, age, generation.",118,0.975,1,no,pending,yes
kha-n1906-001857,jukali,jukali,noun,word,"a common labourer (rare) ; a coolie who works in mortan. Juklia (leh-), ad. evasively, shufflingly ; [as, '* u leh fuklia ba'n slew ia ka bainong ki briw.""] Jung, V. to urinate. Juhai, w. ?2. a kind of sweet-scented rice. Juh, V. to like, to get tamed ; to feel quite at home. Julai, V. to plaster roughly with lime and sand.",118,0.975,1,no,pending,yes
kha-n1906-001858,julap,julap,noun,word,a purgative medicine ; jalap.,119,0.975,1,no,pending,yes
kha-n1906-001859,julor,julor,noun,word,"waste, loss.",119,0.975,1,no,pending,yes
kha-n1906-001860,julum,julum,adverb,word,"inconsiderately, oppressively ; zulum ; [as, leh jw/wm, kren julum.\ Jumai, u. n. earthquake.",119,0.975,1,no,pending,yes
kha-n1906-001861,jum-jum,jum-jum,adverb,reduplication,"full of juice ; [as, "" u sohkynphor uba ih u thiang jum jum.""] ^ Hindi, t Bengali, 106 JUNOM JYMPA Junom, ■) Junom-junom, > ad, for ever. Junom-la-juiioiD, j",119,0.975,1,no,pending,yes
kha-n1906-001862,jur,jur,adjective,word,"serious, strong,— ka, n. a descent (down lull). *Jurib, V. to survey. Jut (suh), n. false-pains.",119,0.975,1,no,pending,yes
kha-n1906-001863,juti,juti,noun,word,shoe.,119,0.975,1,no,pending,yes
kha-n1906-001864,juwari,juwari,noun,word,"a gambling ; a gambler. Jwai, ?'. to pinch. Jwar, ka^ n. a birth-mark ; a horizontal piece of wood attaxjhed to the plough.",119,0.975,1,no,pending,yes
kha-n1906-001865,jwat,jwat,adjective,word,tough.,119,0.975,1,no,pending,yes
kha-n1906-001866,jykang,jykang,adjective,word,"having long and thin legs ; (same hs,jkdng).",119,0.975,1,no,pending,yes
kha-n1906-001867,jykeng,jykeng,adjective,word,having loug and big legs; (same dbsjkeng).,119,0.975,1,no,pending,yes
kha-n1906-001869,jyllad,jyllad,adverb,word,"forcibly ; along with ; carelessly ; — u, n. a hangman ; [as, "" ka long kaba khlem akor ba'n kam jylldd ia ki briew.""] Jyllai (suh), n. neuralgia of the stomach.",119,0.975,1,no,pending,yes
kha-n1906-001870,jylleng,jylleng,noun,word,"the abdomen, — «. preponderating too much on one side of the balance — (thread of a paper-kite). Jyllei, V. to be abundant, to be overfull (see "" jillei "").",119,0.975,1,no,pending,yes
kha-n1906-001871,jylli,jylli,noun,word,"a circle, a circumference. Jylliam, I?, to wipe out the mouth v/ith the tongue, just as dogs, do after having eaten anything. [^Imit. jylliam-jylloit.] Jylliaw, V. to fondle, to caress.",119,0.975,1,no,pending,yes
kha-n1906-001872,jylliep,jylliep,adverb,word,"with drooping eye-lids ; shy-looking (as, peit jylliep ; leh jylliep) .",120,0.975,1,no,pending,yes
kha-n1906-001873,jylliep khap-ngain,jylliep khap-ngain,adverb,phrase,"with the eyes cast down ; [as, "" ka shad bad ka peit jylliep-khapngain kum ka dkoh.""] Jyllop, u. n. a kind of bird who cheers the valley vrith his song; — Jyllop V. to wither \-~ad. by drowning. Jyllud, V. to wax thread.",120,0.975,1,no,pending,yes
kha-n1906-001874,jyllun,jyllun,adverb,word,"gracefully, handsomely (said of persons.) [as, ka briew kaba bha briew jyllun.] [Imit. jylMn lymphlTiifi.] Jymbuifi, ka^ n. breast, paps. '",120,0.975,1,no,pending,yes
kha-n1906-001875,jymma,jymma,verb,word,"to add, to collect, — n. the sum ; total",120,0.950,1,no,pending,yes
kha-n1906-001877,jymmang,jymmang,noun,word,the month of May.,120,0.975,1,no,pending,yes
kha-n1906-001878,jympa,jympa,verb,word,"to swim. * Hiudi. 107 JYMPAN JYRWIT-JYRWAT Jympan, ka^ n. a girdle.",120,0.975,1,no,pending,yes
kha-n1906-001879,jymphan,jymphan,noun,word,a household deity {see u phan-u-kyrpad).,120,0.975,1,no,pending,yes
kha-n1906-001880,jymphong,jymphong,noun,word,"a sleeveless coat. Jyiiipien, ka^ n. an under garment worn about the loins by women. jjympor, ii, n. a jumper or lever. Jy ndam, r^fZ. once for all, finally ; [as, "" u la kren iynclam ba phi'n ym buhniid.""]",120,0.975,1,no,pending,yes
kha-n1906-001881,jyndat,jyndat,adverb,word,"while going past ; [as, "" ka masi ka la rong jyndat ia ka jain.""]",120,0.975,1,no,pending,yes
kha-n1906-001882,jyndei,jyndei,adverb,word,"much, too ; [as, "" nga la iaishah jyndei eh ia u la' u kren bein ""]. Jyndem, ka^ n. fermented rice ready for brewing. (Same as "" jindem ""). Jyudons:, a. shallow. (Same as jzV?^^??^.) Jynduh, ad, finally, once for all ; fas, ""la tangon haduh ba u'n da m^ jyudich.''^ {see ^ho ""jinduh""). [Iniit. jynduh-jyntan.]",120,0.975,1,no,pending,yes
kha-n1906-001868,jyngut,jyngut,adjective,word,"muddy, dirty, obscure; (same asjugiit).",119,0.975,1,no,pending,yes
kha-n1906-001883,jynlat,jynlat,noun,word,a feast {see jinlat).,120,0.975,1,no,pending,yes
kha-n1906-001884,jynrat,jynrat,adverb,word,"along (as, "" kal'er ka Id^mjynrat ia ka jain bathdd."") — V. to uproot. Jynreh, kaha, w. eructation. Jynsur, a, long, reaching down, loose,",121,0.975,1,no,pending,yes
kha-n1906-001885,jynteh,jynteh,noun,word,"a string, bamboo tie.",121,0.975,1,no,pending,yes
kha-n1906-001886,jyntia,jyntia,adjective,word,"to be full of. (Synonymous with, jyllei.) J}rmi, It. n. a creeping-plant, [/jjiit. u jyrmi-u jyrthah.]",121,0.975,1,no,pending,yes
kha-n1906-001887,jyrhiah,jyrhiah,verb,word,the effect produced by water passing into the air passage while <lrinking.,121,0.975,1,no,pending,yes
kha-n1906-001888,jyrhoh,jyrhoh,verb,word,"to cough. [Imit. jyrhoh-jyrham,]",121,0.975,1,no,pending,yes
kha-n1906-001889,jyrholi khlur,jyrholi khlur,noun,phrase,"a cough which brings out the phlegm ; a peculiar coughing. Jyrsieh, v, to get stuck or get the feet sunk down in mud.",121,0.975,1,no,pending,yes
kha-n1906-001890,jyrteng,jyrteng,adjective,word,"lazy, idle, lethargic.",121,0.975,1,no,pending,yes
kha-n1906-001891,jyrthiaw,jyrthiaw,adjective,word,to twist. (Same 2^&jirthiaw.),121,0.975,1,no,pending,yes
kha-n1906-001892,jyrtieng,jyrtieng,verb,word,to straighten the legs while sitting.,121,0.975,1,no,pending,yes
kha-n1906-001893,jyrwait,jyrwait,verb,word,"to pinch, to twist.",121,0.975,1,no,pending,yes
kha-n1906-001894,jyrwit-jyrwat,jyrwit-jyrwat,adverb,compound,"unwillingly, not in a straightforward manner. J English. 108 L 'LANGTHOHKHLIEH L. L — The eleventh letter in the Khasi alphabet. La— (1) sign of the Past Tense (as, n la leit noh) ; (2; sign of the Possessive Case, of, (as, u la shem la ka masi) ; (3) though, although, (as, Za' u raikhoh liynrei um tlot) ; {4i) plus ( + ); into ( X ) ; [as, 5 la 6 long 10, i.e., 5 + 5 = 10 ; ka kynroh kaba 5 la b la ]0 pruh, i.e., 5 X 5 X 10 pruh.] 'la, contr. of sla, a leaf, or of khla, a tiger. *ldb, u. n. contr. of khldb, the spleen.",121,0.975,1,no,pending,yes
kha-n1906-000489,k-ham katto-katne,k-ham katto-katne,adjective,phrase,"considerable (number, quantity, time).",32,0.975,1,no,pending,yes
kha-n1906-000491,k-hamtam,k-hamtam,adverb,compound,more especially.,32,0.975,1,no,pending,yes
kha-n1906-002936,k-idg kcngor,k-idg kcngor,verb,phrase,to compel formerly by force a man to marry a S'iem's female re]ati\-e.,193,0.975,1,no,pending,yes
kha-n1906-002798,ka,ka,noun,word,"The name of the day on which Mynso hat is held, in the Jaintia Hills.",183,0.975,1,yes,pending,yes
kha-n1906-000385,ka'm,ka'm,phrase,phrase,"she or it not, (contraction of ka-\-i/m).",26,0.975,1,no,pending,yes
kha-n1906-000395,ka'n,ka'n,phrase,phrase,"she will, it will or shall. K'an, V. to hold one's breath, to bear down, to strain.",27,0.975,1,no,pending,yes
kha-n1906-000360,kaba,kaba,pronoun,word,"who, which, what ; 2. (prefix) used before verbs and Adjectives to form Abstract Nouns meaning that which is ; as, kaba saw, kaba bha.",25,0.975,1,no,pending,yes
kha-n1906-000362,kaba-kdi,kaba-kdi,noun,compound,"plaything, sport, sham, not rea.. * Hindi. D a 20 KABO KALEW Kabo, V, to request, solicit importunately (Synteng origin).",25,0.975,1,no,pending,yes
kha-n1906-000361,kabab,kabab,noun,word,roasted flesh.,25,0.975,1,no,pending,yes
kha-n1906-000363,kabu,kabu,noun,word,"good luck, opportunity. |",25,0.975,1,no,pending,yes
kha-n1906-000365,kadjatdoh,kadjatdoh,noun,word,cracks on the underpart of the toes.,26,0.975,1,no,pending,yes
kha-n1906-000368,kaei,kaei,pronoun,word,who ? what ?,26,0.975,1,no,pending,yes
kha-n1906-000369,kaei-kaei,kaei-kaei,noun,reduplication,"a thing, anything, Kaei-kaei-ruh-em, pJir. nothing at all.",26,0.975,1,no,pending,yes
kha-n1906-000370,kaei-re-kaei,kaei-re-kaei,phrase,compound,"something or other, (wc know not). Rang, V. to jet out. K'ang, V. to cry, to scream. (Another form of kyang.)",26,0.975,1,no,pending,yes
kha-n1906-000372,kai,kai,adverb,word,"for pleasure, for fun, (as, leh kai).",26,0.975,1,no,pending,yes
kha-n1906-000375,kai-khlaw,kai-khlaw,verb,compound,to conduct a guerilla warfare.,26,0.975,1,no,pending,yes
kha-n1906-000376,kai-kynthei,kai-kynthei,adjective,compound,licentious.,26,0.975,1,no,pending,yes
kha-n1906-000373,kaia,kaia,noun,word,a Marwari.,26,0.975,1,no,pending,yes
kha-n1906-002882,kaibi,kaibi,noun,word,"hereditary taint. Raikhoh, a, lean, thin, reduced. Eaiain, a, big and having much foliage (said of a tree). Kai-eh, ka^ n. a waste land covered with thick jungle ; virgin soil- \Imit. rai-eh-rai-dam]",188,0.975,1,no,pending,yes
kha-n1906-000374,kaibri,kaibri,noun,word,"motions, stools; evacuations.",26,0.975,1,no,pending,yes
kha-n1906-000377,kain,kain,noun,word,"a kind of tree — the bark of which produces eruptions on the skin. 'kain {ahbrev. of skain), u, n. a fly.",26,0.975,1,no,pending,yes
kha-n1906-000380,kait,kait,noun,word,"a plantain, a banana; {Synteng) scissors.",26,0.975,1,no,pending,yes
kha-n1906-002889,kaitong,kaitong,noun,word,a j)oor lonely man. [Jmit. raitong rainot.],189,0.975,1,no,pending,yes
kha-n1906-000364,kak,kak,noun,word,"a cork. Kad, V. to tear, to rend ; — ka^ n. a place of meeting, a harbour. *Kada, ka, or u, n. an ass. Kadiang, ka^ n. left hand, left hand side.",25,0.975,1,no,pending,yes
kha-n1906-000381,kalai,kalai,noun,word,Matikalai ; — v. to tin. •,26,0.975,1,no,pending,yes
kha-n1906-000382,kalaifi,kalaifi,verb,word,"to whirl round (as with a torch), wield ; wag. a aw, ) ^ ^^ Y^ii^ without any success (as with the gums). * Hindi. I :j: English. 21 KALI KAR *Kali, ha, tl a carriage.",26,0.975,1,no,pending,yes
kha-n1906-000383,kali-bordi,kali-bordi,noun,compound,a bullock-cart.,26,0.975,1,no,pending,yes
kha-n1906-000384,kam,kam,noun,word,"work, necessity, need, \_/mzt. ka kam-ka jam] ;— z'. to claim. Kam, V. to stride, to pass over, (same nsj'dm).",26,0.975,1,no,pending,yes
kha-n1906-000394,kam -shnong-kam- thaw,kam -shnong-kam- thaw,noun,phrase,"politics. Kan, V. to reserve, to suppress, to hold, to keep silent.",27,0.975,1,no,pending,yes
kha-n1906-000388,kam-bah,kam-bah,noun,compound,"a miracle ; a big concern, \lmit. kambnh-kam- san.] Kam-karikor, ha,'n. mechanical works.",27,0.975,1,no,pending,yes
kha-n1906-000392,kam-ram,kam-ram,noun,compound,duty.,27,0.975,1,no,pending,yes
kha-n1906-000386,kamai,kamai,noun,word,"income, living. [Tmit. kamai-kajih] ; — v. to labour, to work for.",26,0.975,1,no,pending,yes
kha-n1906-000387,kamai-khynraw,kamai-khynraw,noun,compound,"what one earns while unmarried. *Kaman, (shong-), v. to be on duty in an outpost. tKamar, u, n. a blacksmith.",27,0.975,1,no,pending,yes
kha-n1906-000389,kamon,kamon,noun,word,right hand side.,27,0.975,1,no,pending,yes
kha-n1906-000390,kamon-u kadiang,kamon-u kadiang,noun,phrase,neighbours.,27,0.975,1,no,pending,yes
kha-n1906-000391,kamra,kamra,noun,word,a room.,27,0.975,1,no,pending,yes
kha-n1906-000393,kamra-shongkdi,kamra-shongkdi,noun,compound,a drawing-room.,27,0.975,1,no,pending,yes
kha-n1906-000397,kane,kane,adjective,word,this. §,27,0.975,1,no,pending,yes
kha-n1906-000371,kangar,kangar,adjective,word,"gluttonous. Kah, V. to shade, to darken, to screen. Kahait, ) ^ ^^ attempt to bite, to snap at. xLaliap, )",26,0.975,1,no,pending,yes
kha-n1906-000398,kani,kani,noun,word,opium ; a number containing 40 x 10 = 400 (betel nuts) .,27,0.975,1,no,pending,yes
kha-n1906-000399,kano,kano,pronoun,word,which ?,27,0.975,1,no,pending,yes
kha-n1906-000400,kano-kano,kano-kano,pronoun,reduplication,"any one, any.",27,0.975,1,no,pending,yes
kha-n1906-000401,kap,kap,noun,word,"a prong ; — v. to join in friendship, to match — invaria- bly preceded by the word ia (as, ia-kap). *Kaphur, u, n, camphor.",27,0.975,1,no,pending,yes
kha-n1906-000403,kara kaw-shiliang-kaw-arlianq kara,kara kaw-shiliang-kaw-arlianq kara,verb,phrase,to earth up.,27,0.975,1,no,pending,yes
kha-n1906-000404,karai,karai,noun,word,aa iron cooking vessel (for currie).,27,0.975,1,no,pending,yes
kha-n1906-004092,karikor,karikor,noun,word,a mechanic.,271,0.975,1,no,pending,yes
kha-n1906-000405,karo,karo,noun,word,the Garo. {,27,0.975,1,no,pending,yes
kha-n1906-000406,karod,karod,noun,word,"garrison, guard, guard house.",27,0.975,1,no,pending,yes
kha-n1906-000407,karta,karta,noun,word,age (more correctly ka rta).,27,0.975,1,no,pending,yes
kha-n1906-000409,kataij,kataij,adjective,word,that in sight but at a distance.,27,0.975,1,no,pending,yes
kha-n1906-000410,katba,katba,adverb,word,"while, as much as.",27,0.975,1,no,pending,yes
kha-n1906-000411,katba long,katba long,phrase,phrase,"be as it may, come what may.",28,0.975,1,no,pending,yes
kha-n1906-000412,katei,katei,adjective,word,"that (up there), the said, the aforesaid.",28,0.975,1,no,pending,yes
kha-n1906-000413,kathie,kathie,adjective,word,"that (down there), the following.",28,0.975,1,no,pending,yes
kha-n1906-000414,katne,katne,adverb,word,this much.,28,0.975,1,no,pending,yes
kha-n1906-000415,katne katne,katne katne,adverb,phrase,"as much as this, so much.",28,0.975,1,no,pending,yes
kha-n1906-000416,katno,katno,adverb,word,how much ? how many ?,28,0.975,1,no,pending,yes
kha-n1906-000417,katno-katno,katno-katno,adverb,reduplication,however much.,28,0.975,1,no,pending,yes
kha-n1906-000418,katta,katta,adverb,word,so much.,28,0.975,1,no,pending,yes
kha-n1906-000419,katta katta,katta katta,adverb,phrase,to such an extent.,28,0.975,1,no,pending,yes
kha-n1906-000421,kattai,kattai,adverb,word,"that much, (referring to a thing at some distance).",28,0.975,1,no,pending,yes
kha-n1906-000420,kattei,kattei,adverb,word,so much (up).,28,0.975,1,no,pending,yes
kha-n1906-000422,katthie,katthie,adverb,word,so much (down).,28,0.975,1,no,pending,yes
kha-n1906-000423,katto,katto,adverb,word,"that much (near you). Katto-katne, j^;^r. some, more or less, a certain amount.",28,0.975,1,no,pending,yes
kha-n1906-000424,kaw,kaw,noun,word,"a number= 1,280 ; (in address) I say, Ho ! hear me .",28,0.975,1,no,pending,yes
kha-n1906-000425,kawang,kawang,verb,word,"to throw. Kaw-kaw, (ia-), v. to make a noise or clamour.",28,0.975,1,no,pending,yes
kha-n1906-000427,kaweh,kaweh,verb,word,"to fan, to wave.",28,0.975,1,no,pending,yes
kha-n1906-000428,kawei,kawei,adjective,word,"one, certain. Kawei ka-ar, ^j. some other.",28,0.975,1,no,pending,yes
kha-n1906-000429,kawei-pat,kawei-pat,pronoun,compound,"another, other.",28,0.975,1,no,pending,yes
